Tool Page URL,Category URL
https://www.insidr.ai/aff/palette,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/flexclip,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/morise,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/shortpixel,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/bhuman,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/followr,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/ddevi,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/getafollower,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/instachamp,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/manychat,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/predis,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/kenji,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/ocoya,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/copygenius,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/simplephones,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/crawlq,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/shakespeare,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/textcortex,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/phantombuster,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/anyword,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/mediamister,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/shuffl,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/neuralframes,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/flocksocial,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/snovio,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/repurpose,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/marketingblocks,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/gohighlevel,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/contentstudio,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/nando,https://www.insidr.ai/ai-tools/
https://www.insidr.ai/aff/cosmos,https://www.insidr.ai/ai-tools/
